"id","numero_expediente","titulo","tipo_expediente","fecha_inicio","vencimiento_cuatrienal","fecha_publicacion","numero_gaceta","numero_ley","creado_en"
"866","24745","LEY PARA CREAR LA LICENCIA REMUNERADA POR DESASTRES NATURALES: ADICIÓN DE UN NUEVO INCISO AL ARTÍCULO 69 DE LA LEY N° 2, CÓDIGO DE TRABAJO, DE 27 DE AGOSTO DE 1943","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-12-04","2028-12-04","2024-12-12","234","","2026-04-10T17:30:55.305867"
"867","24744","CREACIÓN DE ESPACIOS CARDIOPROTEGIDOS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-12-04","2028-12-04","2024-12-10","232","","2026-04-10T17:30:55.305867"
"868","24743","REESTRUCTURACIÓN DEL SISTEMA IMPUGNATIVO PENAL PARA PROPICIAR UNA JUSTICIA PRONTA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-12-04","2028-12-04","2024-12-18","238","","2026-04-10T17:30:55.305867"
"869","24742","LEY PARA EL EJERCICIO DE LA LIBERTAD DE AFILIACIÓN A LA CAJA DE ANDE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-12-03","2028-12-03","2024-12-12","234","","2026-04-10T17:30:55.305867"
"870","24741","LEY CONTRA LA PROMOCIÓN, CONSTITUCIÓN, ORGANIZACIÓN, COORDINACIÓN O DIRECCIÓN DE ORGANIZACIONES CRIMINALES Y SUS ACTIVIDADES ILÍCITAS DERIVADAS: ADICIÓN DE UN NUEVO INCISO 12 AL ARTÍCULO 112, ADICIÓN NUEVO ARTÍCULO 280 BIS Y REFORMA DEL ARTÍCULO 281 DEL CÓDIGO PENAL, LEY N.4573 DE 04 DE MAYO DE 1970, Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-12-03","2028-12-03","2024-12-18","238","","2026-04-10T17:30:55.305867"
"871","24740","LEY DE MODIFICACIÓN DE LOS ARTÍCULOS 2 Y 3 DE LA LEY N°9751 DEL 29 DE OCTUBRE DE 2019 PARA INTRODUCIR EL CONVENIO PARA EVITAR LA DOBLE IMPOSICIÓN DE COSTA RICA CON EMIRATOS ÁRABES UNIDOS COMO CONVENIO CUBIERTO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-12-03","2028-12-03","2024-12-12","234","","2026-04-10T17:30:55.305867"
"872","24739","LEY PARA LA PROHIBICIÓN DE LA MINERÍA MARINA EN COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-12-03","2028-12-03","2024-12-12","234","","2026-04-10T17:30:55.305867"
"873","24738","ADICIÓN DEL ARTÍCULO 46 TER A LA LEY NACIONAL DE EMERGENCIAS Y PREVENCIÓN DEL RIESGO, N.° 8488, PARA ESTABLECER UN FINANCIAMIENTO PERMANENTE A LAS REDES DE MONITOREO GEODINÁMICO Y METEOROLÓGICO (ANTERIORMENTE DENOMINADO) REFORMA DEL ARTÍCULO 46 DE LA LEY NACIONAL DE EMERGENCIAS Y PREVENCIÓN DEL RIESGO, PARA ESTABLECER UN FINANCIAMIENTO PERMANENTE A LAS REDES DE MONITOREO GEODINÁMICO Y METEOROLÓGICO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-12-03","2028-12-03","2024-12-12","234","","2026-04-10T17:30:55.305867"
"874","24737","REFORMA DE LOS ARTÍCULOS 1 Y 2 DE LA LEY DE PENSIÓN VITALICIA PARA PERSONAS QUE PADECEN PARÁLISIS CEREBRAL PROFUNDA, LEY 7125, DEL 24 DE ENERO DE 1989","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-12-03","2028-12-03","2024-12-12","234","","2026-04-10T17:30:55.305867"
"875","24736","REFORMA DE LOS ARTÍCULOS 12, 13, 31, 50, 60 Y 199 DE LA LEY 8, LEY ORGÁNICA DEL PODER JUDICIAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-12-02","2028-12-02","2024-12-13","235","","2026-04-10T17:30:55.305867"
"876","24735","PERMISO PARA EL ATRAQUE, PERMANENCIA EN PUERTO Y DESEMBARQUE DE LAS TRIPULACIONES DE LAS EMBARCACIONES DEL GOBIERNO DE LOS ESTADOS UNIDOS DE AMÉRICA, QUE ESTARÁN DESARROLLANDO OPERACIONES ANTINARCÓTICOS EN APOYO AL SERVICIO NACIONAL DE GUARDACOSTAS Y DEMÁS AUTORIDADES DEL PAÍS, DEL 01 DE ENERO AL 31 DE DICIEMBRE DE 2025.","PROCEDIMIENTO SOLICITUDES DE ATRAQUE Y DESEMBARQUE","2024-12-02","2028-12-02","","","","2026-04-10T17:30:55.305867"
"877","24734","CRÉASE EL ARTÍCULO 236 BIS Y REFÓRMESE EL ARTÍCUL 422 DE LA LEY Nº 7594 DEL 10 DE ABRIL DE 1996, CÓDIGO PROCESAL PENAL Y SUS REFORMAS.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-28","2028-11-28","2024-12-12","234","","2026-04-10T17:30:55.305867"
"878","24733","RATIFICACIÓN O NO DEL SEÑOR JUAN ANDRÉS ROBALINO HERRERA COMO MIEMBRO DE LA JUNTA DIRECTIVA DEL BANCO CENTRAL DE COSTA RICA","PROCEDIMIENTO DE NOMBRAMIENTOS / RATIFICACIONES / REELECCIONES","2024-11-28","2028-11-28","","","","2026-04-10T17:30:55.305867"
"879","24732","ELECCIÓN DE MAGISTRADOS O MAGISTRADAS SUPLENTES DE LA SALA PRIMERA DE LA CORTE SUPREMA DE JUSTICIA ANTERIORMENTE ELECCIÓN DE MAGISTRADOS O MAGISTRADAS SUPLENTES DE LA SALA SEGUNDA DE LA CORTE SUPREMA DE JUSTICIA","PROCEDIMIENTO DE NOMBRAMIENTOS / RATIFICACIONES / REELECCIONES","2024-11-27","2028-11-27","","","","2026-04-10T17:30:55.305867"
"880","24731","DESAFECTACIÓN DE USO PÚBLICO Y AUTORIZACIÓN AL INSTITUTO DE DESARROLLO RURAL PARA QUE SEGREGUE Y DONE TERRENOS DE SU PROPIEDAD A LA ASOCIACIÓN DE DESARROLLO INTEGRAL DE MONTE LIRIO DE SAN GERARDO DE RÍO CUARTO, ALAJUELA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-27","2028-11-27","2024-12-10","232","","2026-04-10T17:30:55.305867"
"881","24730","LEY PARA FORTALECER LA PARTICIPACIÓN DE LAS MUJERES EN EL COOPERATIVISMO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-27","2028-11-27","2024-12-10","232","","2026-04-10T17:30:55.305867"
"882","24729","LEY DE ALIVIO TRIBUTARIO PARA MUJERES JEFAS DE HOGAR","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-27","2028-11-27","2024-12-10","232","","2026-04-10T17:30:55.305867"
"883","24728","LEY SELLO VIOLETA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-27","2028-11-27","2024-12-10","232","","2026-04-10T17:30:55.305867"
"884","24727","LEY PARA EL FORTALECIMIENTO DEL RÉGIMEN DE INVALIDEZ, VEJEZ Y MUERTE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-27","2028-11-27","2024-12-10","232","","2026-04-10T17:30:55.305867"
"885","24726","DECLARACIÓN DE LA CIUDADANÍA DE HONOR PARA WILBURG JIMENEZ CASTRO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-26","2028-11-26","2024-12-10","232","","2026-04-10T17:30:55.305867"
"886","24725","REFORMA DE LOS ARTÍCULO 40 Y 52 DE LA LEY GENERAL DE SALUD Nº 5395 DE 30 DE OCTUBRE DE 1973 PARA CONSIDERAR A LA EN PSICOLOGÍA Y CUALQUIERA DE SUS ESPECIALIDADES COMO UNA CIENCIA DE LA SALUD.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-26","2028-11-26","2024-12-10","232","","2026-04-10T17:30:55.305867"
"887","24724","IMPEDIMENTO AL MINISTERIO DE HACIENDA PARA EL COBRO ABUSIVO DEL IMPUESTO SOBRE LA PROPIEDAD DE VEHÍCULOS AUTOMOTORES, AERONAVES Y EMBARCACIONES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-26","2028-11-26","2024-12-10","232","","2026-04-10T17:30:55.305867"
"888","24723","INTERPRETACIÓN AUTÉNTICA DEL ARTÍCULO 32 DE LA LEY N° 8634 DEL 23 DE ABRIL DE 2007 LEY SISTEMA DE BANCA PARA EL DESARROLLO, PARA PROTEGER LA SUFICIENCIA PATRIMONIAL DE LOS BANCOS ESTATALES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-26","2028-11-26","2024-12-10","232","","2026-04-10T17:30:55.305867"
"889","24722","REFORMA AL CÓDIGO DE MINERÍA, LEY N°6797 DEL 4 DE OCTUBRE DE 1982. LEY PARA INTEGRAR EL CONCEPTO DE CAUDALES ECOLÓGICOS PARA GARANTIZAR LA PROTECCIÓN EFECTIVA DE LAS COMUNIDADES, LAS FUENTES DE AGUA Y LA BIODIVERSIDAD FRENTE A ACTIVIDADES MINERAS EXCESIVAS Y DESPROPORCIONADAS EN LOS CAUCES DE LOS RÍOS.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-26","2028-11-26","2024-12-10","232","","2026-04-10T17:30:55.305867"
"890","24721","MECANISMO ELECTRÓNICO DE SEGUIMIENTO EN MATERIA DE VIOLENCIA DOMÉSTICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-25","2028-11-25","2024-12-10","232","","2026-04-10T17:30:55.305867"
"891","24720","REFORMA DE LOS ARTÍCULOS 17 Y 49 DEL CÓDIGO MUNICIPAL, LEY N.° 7794 DEL 30 DE ABRIL DE 1998 Y SUS REFORMAS PARA ESTABLECER EL ACOMPAÑAMIENTO DE LA ADMINISTRACIÓN MUNICIPAL EN LA EJECUCIÓN DE LOS PLANES, PROYECTOS Y PROGRAMAS DE LOS COMITÉS DE LA PERSONA JOVEN, MEDIANTE LA COORDINACIÓN DE LA ALCALDÍA MUNICIPAL (ANTERIORMENTE DENOMINADO: LEY PARA LA REINCORPORACIÓN DE LOS ENLACES MUNICIPALES EN LOS COMITÉS DE LA PERSONA JOVEN. ADICIÓN DE UN NUEVO PÁRRAFO AL ARTÍCULO 24 DE LA LEY GENERAL DE LA PERSONA JOVEN Nº 8261 DEL 2 DE MAYO DE 2002 Y SUS REFORMAS).","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-25","2028-11-25","2024-12-10","232","","2026-04-10T17:30:55.305867"
"892","24719","CIERRE DEL MINISTERIO DE GOBERNACIÓN Y POLICÍA DE COSTA RICA Y REORDENAMIENTO DE SUS COMPETENCIAS DESCONCENTRADAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-25","2028-11-25","2024-12-10","232","","2026-04-10T17:30:55.305867"
"893","24718","LEY PARA REGULAR LAS COMUNIDADES ESTABLECIDAS EN EL REFUGIO NACIONAL DE VIDA SILVESTRE CORREDOR FRONTERIZO NORTE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-25","2028-11-25","2024-12-10","232","","2026-04-10T17:30:55.305867"
"894","24717","LEY PARA REGULAR LA EXPLORACIÓN Y EXPLOTACIÓN DE MINERÍA METÁLICA SOSTENIBLE EN EL DISTRITO DE CUTRIS DEL CANTÓN DE SAN CARLOS, PROVINCIA DE ALAJUELA. REFORMAS Y ADICIONES AL CÓDIGO DE MINERÍA, LEY NO. 6797 DEL 04 DE OCTUBRE DE 1982 Y SUS REFORMAS. ANTES DENOMINADO: LEY PARA REGULAR LA EXPLORACIÓN Y EXPLOTACIÓN DE MINERÍA METÁLICA SOSTENIBLE A CIELO ABIERTO EN EL DISTRITO DE CUTRIS DE SAN CARLOS, PROVINCIA DE ALAJUELA Y REFORMA PARCIAL AL CÓDIGO DE MINERÍA, LEY NO. 6797 DEL 04 DE OCTUBRE DE 1982.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-25","2028-11-25","2024-12-10","232","","2026-04-10T17:30:55.305867"
"895","24716","LEY PARA LA PROMOCIÓN DEL SEGURO AGROPECUARIO DE RIESGOS PARA ACTIVIDADES AGRÍCOLAS, PECUARIAS, PESQUERAS, ACUÍCOLAS, DE MARICULTURA Y FORESTALES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-25","2028-11-25","2024-12-10","232","","2026-04-10T17:30:55.305867"
"896","24715","REFORMA Y ADICIÓN DE NUEVOS ARTÍCULOS A LA LEY MARCO DEL CONTRATO DE FACTOREO, LEY NO. 9691 DEL TRES DE JUNIO DE 2019 Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-25","2028-11-25","2024-12-10","232","","2026-04-10T17:30:55.305867"
"897","24714","REFORMA DEL ARTÍCULO 154 DE LA LEY N.º 7794, CÓDIGO MUNICIPAL, DE 30 DE ABRIL DE 1998, Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-21","2028-11-21","2024-12-10","232","","2026-04-10T17:30:55.305867"
"898","24713","LEY ESPECIAL PARA PERMITIR LA INVERSIÓN DEL MINISTERIO DE EDUCACIÓN PÚBLICA EN LOS CENTROS EDUCATIVOS QUE SE ENCUENTRAN UBICADOS DENTRO DE LAS AREAS SILVESTRES PROTEGIDAS DEL TERRITORIO NACIONAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-21","2028-11-21","2024-12-10","232","","2026-04-10T17:30:55.305867"
"899","24712","REFORMA A LA LEY N° 9329 LEY ESPECIAL PARA LA TRANSFERENCIA DE COMPETENCIAS: ATENCIÓN PLENA Y EXCLUSIVA DE LA RED VIAL CANTONAL Y A LA LEY N° 8114 LEY DE SIMPLIFICACIÓN Y EFICIENCIA TRIBUTARIAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-21","2028-11-21","2024-12-10","232","","2026-04-10T17:30:55.305867"
"900","24711","LEY QUE CREA ESPACIOS CARDIOPROTEGIDOS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-21","2028-11-21","2024-12-10","232","","2026-04-10T17:30:55.305867"
"901","24710","REFORMA DEL INCISO B) Y ADICIÓN DE UN INCISO I) AL ARTÍCULO 143 Y REFORMA DEL INCISO B) DEL ARTÍCULO 150 DE LA LEY DE TRÁNSITO POR VÍAS PÚBLICAS TERRESTRES Y SEGURIDAD VIAL, LEY N.® 9078, DEL 04 DE OCTUBRE DEL 2012. ANTERIORMENTE DENOMINADO: REFORMA DEL INCISO B) Y ADICIÓN DE UN INCISO I) AL ARTÍCULO 143 Y REFORMA DEL INCISO B) DEL ARTÍCULO 150 DE LA LEY DE TRÁNSITO POR VÍAS PÚBLICAS TERRESTRES Y SEGURIDAD VIAL, LEY 9078, DEL 04 DE OCTUBRE DEL 2012. INICIALMENTE DENOMINADO:LEY QUE MULTA ACROBACIAS Y MANIOBRAS NEGLIGENTES EN MOTOCICLETAS Y VEHÍCULOS AUTOMOTORES EN VÍAS PÚBLICAS TERRESTRES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-21","2028-11-21","2024-12-10","232","","2026-04-10T17:30:55.305867"
"902","24709","LEY DE IMPUESTOS DEL CANTÓN DE ALVARADO 2024","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-21","2028-11-21","2024-12-10","232","","2026-04-10T17:30:55.305867"
"903","24708","LEY QUE REGULA LA PERIODICIDAD DE LAS DECLARACIONES ORDINARIAS Y EXTRAORDINARIAS ANTE EL REGISTRO DE TRANSPARENCIA Y BENEFICIARIOS FINALES DEL BANCO CENTRAL DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-21","2028-11-21","2024-12-10","232","","2026-04-10T17:30:55.305867"
"904","24707","REFORMA AL TÍTULO VIII CONCEJOS MUNICIPALES DE DISTRITO DE LA LEY N.º 7794, CÓDIGO MUNICIPAL, DE 30 DE ABRIL DE 1998 Y SUS REFORMAS: LEY PARA LA EFICIENCIA DE LAS SOLICITUDES PRESUPUESTARIAS DE LOS CONCEJOS MUNICIPALES DE DISTRITO. (ANTERIORMENTE DENOMINADO: LEY PARA LA EFICIENCIA DE LAS SOLICITUDES DE MODIFICACIONES PRESUPUESTARIAS DE LOS CONCEJOS MUNICIPALES DE DISTRITO).","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-21","2028-11-21","2024-12-10","232","","2026-04-10T17:30:55.305867"
"927","24684","REFORMA DEL ARTÍCULO 20 DE LA LEY N.° 7789, TRANSFORMACIÓN DE LA EMPRESA DE SERVICIOS PÚBLICOS DE HEREDIA, DE 30 DE ABRIL DE 1998. LEY PARA ASEGURAR REPRESENTACIÓN MÁS EQUITATIVA EN LA JUNTA DIRECTIVA DE LA ESPH","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-05","2028-11-05","2024-11-28","224","","2026-04-10T17:30:55.305867"
"929","24682","LEY PARA SANCIONAR LA RECEPTACIÓN DE MERCANCIAS DE ALTO VALOR","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-05","2028-11-05","2024-11-28","224","SI","2026-04-10T17:30:55.305867"
"905","24706","DECLARATORIA DE INTERÉS PÚBLICO DE EXPO LIBERIA INTERNACIONAL, EXPO SAN CARLOS INTERNACIONAL, EXPO POCOCÍ, EXPO PÉREZ ZELEDÓN Y EXPO LECHE, QUE SE REALIZAN EN LOS CANTONES DE LIBERIA, EN LA PROVINCIA DE GUANACASTE; SAN CARLOS, EN LA PROVINCIA DE ALAJUELA; POCOCÍ, EN LA PROVINCIA DE LIMÓN; PÉREZ ZELEDÓN, EN LA PROVINCIA DE SAN JOSÉ Y, PARAÍSO, EN LA PROVINCIA DE CARTAGO. (INICIALMENTE CONOCIDO COMO: DECLARATORIA DE INTERÉS PÚBLICO DE EXPO LIBERIA INTERNACIONAL, EXPO SAN CARLOS INTERNACIONAL, EXPO POCOCÍ, EXPO PÉREZ ZELEDÓN Y EXPO LECHE; QUE SE REALIZAN EN LOS CANTONES DE LIBERIA EN LA PROVINCIA DE GUANACASTE, SAN CARLOS EN LA PROVINCIA DE ALAJUELA, POCOCÍ EN LA PROVINCIA DE LIMÓN, PÉREZ ZELEDÓN EN LA PROVINCIA DE SAN JOSÉ Y PARAÍSO EN LA PROVINCIA DE CARTAGO)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-20","2028-11-20","2024-12-10","232","SI","2026-04-10T17:30:55.305867"
"906","24705","AUTORIZACIÓN AL MINISTERIO DE SEGURIDAD PÚBLICA PARA QUE DONE, AL MINISTERIO DE EDUCACIÓN PÚBLICA, UN INMUEBLE DE SU PROPIEDAD UBICADO EN EL PARTIDO DE GUANACASTE, PARA USO Y AMPLIACIÓN DE LA ESCUELA NANDAYURE, UBICADA EN SAN PABLO DE NANDAYURE. (ANTES CONOCIDO COMO: LEY PARA AUTORIZACIÓN AL MINISTERIO DE SEGURIDAD PÚBLICA PARA QUE DONE AL MINISTERIO DE EDUCACIÓN PÚBLICA, UN INMUEBLE DE SU PROPIEDAD UBICADO EN EL PARTIDO DE GUANACASTE PARA USO Y AMPLIACIÓN DE LA ESCUELA NANDAYURE, UBICADA EN SAN PABLO DE NANDAYURE (ANTERIORMENTE DENOMINADO: LEY PARA AUTORIZACIÓN AL MINISTERIO DE GOBERNACIÓN, POLICÍA Y SEGURIDAD PÚBLICA PARA QUE DONE AL MINISTERIO DE EDUCACIÓN PÚBLICA, UN INMUEBLE DE SU PROPIEDAD UBICADO EN EL PARTIDO DE GUANACASTE PARA USO Y AMPLIACIÓN DE LA ESCUELA NANDAYURE, UBICADA EN SAN PABLO DE NANDAYURE)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-20","2028-11-20","2024-12-10","232","SI","2026-04-10T17:30:55.305867"
"907","24704","LEY PARA LA ATENCIÓN INTEGRAL DE PERSONAS DAMNIFICADAS POR DESASTRES NATURALES O SINIESTROS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-20","2028-11-20","2024-12-10","232","","2026-04-10T17:30:55.305867"
"908","24703","LEY PARA GARANTIZAR LA ESTABILIDAD Y PROTECCIÓN DE LOS AGRICULTORES ANTE LOS DESASTRES NATURALES: REFORMAS A LA LEY NACIONAL DE EMERGENCIAS Y PREVENCIÓN DEL RIESGO (CNE), NO. 8488 DEL 29 DE NOVIEMBRE DE 2005, Y LEY DE FOMENTO A LA PRODUCCIÓN AGROPECUARIA, NO. 7064, DEL 29 DE NOVIEMBRE DE 2005","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-20","2028-11-20","2024-12-10","232","","2026-04-10T17:30:55.305867"
"909","24702","DECLARATORIA DE INTERÉS PÚBLICO DE UNA ESTRATEGIA NACIONAL PARA LA DIVULGACIÓN DE LA CONVENCIÓN DE NACIONES UNIDAS SOBRE LOS DERECHOS DEL NIÑO Y LA NIÑA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-20","2028-11-20","2024-12-10","232","","2026-04-10T17:30:55.305867"
"910","24701","LEY PARA GARANTIZAR EL GIRO DE RECURSOS DEL IMPUESTO AL TABACO Y DEL IMPUESTO A DISPOSITIVOS ELECTRÓNICOS DE ADMINISTRACIÓN DE NICOTINA Y SIMILARES A LA CAJA COSTARRICENSE DE SEGURO SOCIAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-19","2028-11-19","2024-12-10","232","","2026-04-10T17:30:55.305867"
"911","24700","LEY PARA LA LIBRE ELECCIÓN DEL NOTARIO O NATARIA PÚBLICA POR PARTE DEL CONSUMIDOR FINANCIERO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-18","2028-11-18","2024-12-11","233","","2026-04-10T17:30:55.305867"
"912","24699","LEY PARA DOTAR DE RECURSOS INMEDIATOS PARA LA ATENCIÓN DE PRIMERA NECESIDAD DE LAS PERSONAS, INFRAESTRUCTURA Y SECTOR AGROPECUARIO, AFECTADAS POR HURACÁN RAFAEL, INESTABILIDAD ATMOSFÉRICA POR ZONA DE CONVERGENCIA INTERTROPICAL Y PASO DE ONDA TROPICAL N°45","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-18","2028-11-18","2024-12-10","232","","2026-04-10T17:30:55.305867"
"913","24698","ADICCIÓN DE UN TRANSITORIO XII A LA LEY 9356, LEY ORGÁNICA DE LA JUNTA DE DESARROLLO REGIONAL DE LA ZONA SUR DE LA PROVINCIA DE PUNTARENAS (JUDESUR), DEL 30 DE ABRIL DEL 2020","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-14","2028-11-14","2024-11-28","224","","2026-04-10T17:30:55.305867"
"914","24697","INVESTIGACION SOBRE EL DEBILITAMIENTO DE LA POLÍTICA DE SEGURIDAD PÚBLICA PARA EL FAVORECIMIENTO DE LA DELINCUENCIA ORGANIZADA, CON EL OBJETIVO DE ESTABLECER RESPONSABILIDADES POLÍTICAS Y ADMINISTRATIVAS DE LA ADMINISTRACIÓN CHAVES ROBLES.","PROCEDIMIENTO COMISIONES ESPECIALES INVESTIGADORAS","2024-11-14","2028-11-14","","","","2026-04-10T17:30:55.305867"
"915","24696","RÉGIMEN ESPECIAL PARA LA OFICINA REGIONAL DE LA ALIANZA PARA LA INCLUSION FINANCIERA (AFI)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-14","2028-11-14","2024-11-28","224","","2026-04-10T17:30:55.305867"
"916","24695","REFORMAS PARA PROHIBIR EL OCULTAMIENTO DEL ROSTRO EN MANIFESTACIONES O REUNIONES EN LAS VÍAS PÚBLICAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-14","2028-11-14","2024-11-28","224","","2026-04-10T17:30:55.305867"
"917","24694","REFORMA A LOS ARTÍCULOS 16, 17, INCISO 5 Y ADICION DE UN NUEVO INCISO 7 AL ARTÍCULO 18 DE LA LEY ORGÁNICA DEL COLEGIO DE ABOGADOS Y ABOGADAS, N°13 DEL 28 DE OCTUBRE DE 1941 Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-14","2028-11-14","2024-11-28","224","","2026-04-10T17:30:55.305867"
"918","24693","RATIFICACIÓN O NO DEL SEÑOR MANUEL ANTONIO UREÑA CASTRO COMO INTEGRANTE DE LA JUNTA DIRECTIVA DE LA AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP).","PROCEDIMIENTO DE NOMBRAMIENTOS / RATIFICACIONES / REELECCIONES","2024-11-13","2028-11-13","","","","2026-04-10T17:30:55.305867"
"919","24692","LEY PARA PRORROGAR LA VIGENCIA DE LOS INCENTIVOS Y PROMOCIÓN DEL TRANSPORTE ELÉCTRICO, ESTABLECIDOS EN LA LEY NO. 9518 DE 25 DE ENERO 2018","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-12","2028-11-12","2024-11-28","224","","2026-04-10T17:30:55.305867"
"920","24691","REFORMA A LOS ARTÍCULOS 1,2, Y 6 DE LA LEY N°7372, LEY PARA FINANCIAMIENTO Y DESARROLLO DE EDUCACIÓN TECNICA PROFESIONAL, 22 DE NOVIEMBRE DE 1993","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-12","2028-11-12","2024-11-28","224","","2026-04-10T17:30:55.305867"
"921","24690","REFORMA DEL ARTÍCULO 373 DE LA LEY N.º 7594, CÓDIGO PROCESAL PENAL, DEL 01 DE ENERO DE 1998, Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-12","2028-11-12","2024-11-28","224","","2026-04-10T17:30:55.305867"
"922","24689","SEXTA MODIFICACIÓN LEGISLATIVA DE LA LEY 10.427, LEY DE PRESUPUESTO ORDINARIO Y EXTRAORDINARIO DE LA REPÚBLICA PARA EL EJERCICIO ECONÓMICO 2024, DE 4 DE DICIEMBRE DE 2023.","PROCEDIMIENTO PRESUPUESTOS (ORDINARIOS, EXTRAORDINARIOS Y MODIFICACIONES)","2024-11-12","2028-11-12","2024-11-12","212","SI","2026-04-10T17:30:55.305867"
"923","24688","DESAFECTACIÓN DE USO PÚBLICO Y AUTORIZACIÓN AL ESTADO PARA QUE DONE UN TERRENO DE SU PROPIEDAD A LA ASOCIACIÓN DE DESARROLLO INTEGRAL DE SAN JOSÉ DE AGUAS ZARCAS, SAN CARLOS, ALAJUELA. ANTES DENOMINADO: DESAFECTACIÓN DE USO PÚBLICO Y AUTORIZACIÓN AL MINISTERIO DE EDUCACIÓN PÚBLICA PARA QUE DONE UN TERRENO DE SU PROPIEDAD A LA ASOCIACIÓN DE DESARROLLO INTEGRAL DE SAN JOSÉ DE AGUAS ZARCAS, SAN CARLOS, ALAJUELA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2024-11-11","2028-11-11","2024-11-28","224","SI","2026-04-10T17:30:55.305867"
