"id","numero_expediente","titulo","tipo_expediente","fecha_inicio","vencimiento_cuatrienal","fecha_publicacion","numero_gaceta","numero_ley","creado_en"
"18","25474","ADICIÓN DE UN ARTÍCULO 41 BIS DEL REGLAMENTO DE LA ASAMBLEA LEGISLATIVA PARA ESTABLECER SESIONES DEL PLENARIO DESTINADAS AL CONOCIMIENTO DE PROYECTOS DE LEY EN MATERIA MUNICIPAL","PROCEDIMIENTO REFORMAS AL REGLAMENTO DE LA ASAMBLEA LEGISLATIVA","2026-04-06","2030-04-06","","","","2026-04-10T05:14:48.326599"
"19","25473","APROBACIÓN DEL TRATADO CONSTITUTIVO DE LA COMUNIDAD DE POLICÍAS DE AMÉRICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-27","2030-03-27","","","","2026-04-10T05:14:48.326599"
"21","25471","LEY DE CREACIÓN DEL ÍNDICE NACIONAL DE INFLACIÓN UNIVERSITARIA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-26","2030-03-26","","","","2026-04-10T05:14:48.326599"
"22","25470","LEY GENERAL CONTRA LA OBESIDAD","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-26","2030-03-26","","","","2026-04-10T05:14:48.326599"
"23","25469","LEY PARA GARANTIZAR MATERNIDADES Y PETERNIDADES EN CONDICIONES DIGNAS, EN PROCURA DEL INTERÉS SUPERIOR DEL MENOR","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-26","2030-03-26","","","","2026-04-10T05:14:48.326599"
"24","25468","LEY DE LICENCIAS COMERCIALES DEL CANTÓN DE TIBÁS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-26","2030-03-26","","","","2026-04-10T05:14:48.326599"
"25","25467","LEY PARA DESAFECTAR EL USO PÚBLICO DE AVENIDA 29 EN LA URBANIZACIÓN CARRANZA EN EL DISTRITO DE LA URUCA EN EL CANTÓN DE SAN JOSÉ Y AFECTACIÓN A UN NUEVO USO DE PARQUE INFANTIL Y FACILIDADES COMUNALES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-26","2030-03-26","","","","2026-04-10T05:14:48.326599"
"26","25466","MUTACIÓN DEMANIAL Y AUTORIZACIÓN AL INSTITUTO DE VIVIENDA Y URBANISMO (INVU) PARA QUE DONE TERRENOS DE SU PROPIEDAD A LA MUNICIPALIDAD DE SAN JOSÉ.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-25","2030-03-25","","","","2026-04-10T05:14:48.326599"
"27","25465","REFORMA AL ARTÍCULO 67 DE LA LEY GENERAL DE ARRENDAMIENTOS URBANOS Y SUBURBANOS, NO. 7527 DE 10 DE JULIO DE 1995.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-25","2030-03-25","","","","2026-04-10T05:14:48.326599"
"28","25464","ADICIÓN DE INCISOS FINALES EN LOS ARTÍCULOS 1 Y 7 DE LA LEY NACIONAL DE SALUD MENTAL, LEY 10412 DEL 29 DE NOVIEMBRE DE 2023 PARA INCLUIR LA TUTELA DE LA SALUD CEREBRAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-25","2030-03-25","","","","2026-04-10T05:14:48.326599"
"29","25463","LEY MARCO DE ADAPTACIÓN Y MITIGACIÓN FRENTE A LA CRISIS CLIMÁTICA Y AMBIENTAL PLANETARIA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-25","2030-03-25","","","","2026-04-10T05:14:48.326599"
"30","25462","REFORMA Y ADICIÓN DE VARIOS ARTÍCULOS A LA LEY DE TRÁNSITO POR VÍAS PÚBLICAS TERRESTRES Y SEGURIDAD VIAL NÚMERO 9078 DEL 4 DE OCTUBRE DEL 2012, PARA MEJORAR EL ORDENAMIENTO VIAL, LA PROTECCIÓN DE SERVICIOS DE SOCORRO Y SEGURIDAD JURÍDICA DIGITAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-25","2030-03-25","","","","2026-04-10T05:14:48.326599"
"31","25461","REFORMA A LA LEY DE ARMAS Y EXPLOSIVOS NO.7530 DEL 10 DE JULIO DE 1985, PARA LA MODERNIZACIÓN DE INSCRIPCIÓN, PORTACIÓN Y SANCIONES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-24","2030-03-24","","","","2026-04-10T05:14:48.326599"
"32","25460","REFORMA DEL ARTÍCULO 106 TER DEL CÓDIGO DE NORMAS Y PROCEDIMIENTOS TRIBUTARIOS, LEY N.° 4755, DE 3 DE MAYO DE 1971, Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-24","2030-03-24","","","","2026-04-10T05:14:48.326599"
"33","25459","LEY PARA PROMOVER EL DESARROLLO LOCAL DE COMUNIDADES MEDIANTE LA REGULACIÓN DE LA COMPENSACIÓN DE TERRENOS ADQUIRIDOS CON RECURSOS DEL FONDO DE DESARROLLO SOCIAL Y ASIGNACIONES FAMILIARES (FODESAF) ENTRE EL INSTITUTO DE DESARROLLO RURAL (INDER) Y EL MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL (MTSS)","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-24","2030-03-24","","","","2026-04-10T05:14:48.326599"
"34","25458","LEY PARA EL FORTALECIMIENTO DEL RÉGIMEN DE INVALIDEZ, VEJEZ Y MUERTE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-24","2030-03-24","","","","2026-04-10T05:14:48.326599"
"35","25457","LEY DE CREACIÓN DE LA RUTA DEL CAFÉ","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-19","2030-03-19","2026-04-06","61","","2026-04-10T05:14:48.326599"
"36","25456","LEY PARA LA CREACIÓN Y REGULACIÓN DEL SISTEMA MUNICIPAL DE TRANSPORTE PÚBLICO INTERDISTRITAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-19","2030-03-19","2026-04-06","61","","2026-04-10T05:14:48.326599"
"37","25455","LEY SOBRE MUERTE DIGNA DE PACIENTES EN ESTADO TERMINAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-19","2030-03-19","2026-04-06","61","","2026-04-10T05:14:48.326599"
"38","25454","REFORMA A LA LEY GENERAL DE CONCESIÓN DE OBRAS PÚBLICAS CON SERVICIOS PÚBLICOS, LEY N.°7762.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-18","2030-03-18","","","","2026-04-10T05:14:48.326599"
"39","25453","ADICIÓN DE UN NUEVO CAPÍTULO IX A LA LEY NACIONAL DE EMERGENCIAS Y PREVENCIÓN DEL RIESGO N°8488 DEL 22 DE NOVIEMBRE DE 2005, PARA MODERNIZAR LA GESTIÓN DE RIESGOS MEDIANTE EL SISTEMA NACIONAL DE ALERTAS TECNOLÓGICAS TEMPRANAS MÓVILES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-18","2030-03-18","2026-04-06","61","","2026-04-10T05:14:48.326599"
"40","25452","LEY PARA MODERNIZAR EL CONCEPTO DE BOSQUE MEDIANTE LA REFORMA Y ADICIÓN DE VARIOS ARTÍCULOS A LA LEY FORESTAL N° 7575 DEL 13 DE FEBRERO DE 1996","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-18","2030-03-18","2026-04-06","61","","2026-04-10T05:14:48.326599"
"41","25451","REFORMA DE LA LEY FORESTAL, LEY N.º 7575, SUS REFORMAS Y REGLAMENTOS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-17","2030-03-17","2026-04-08","63","","2026-04-10T05:14:48.326599"
"42","25450","LEY PARA LA MODERNIZACIÓN DEL SISTEMA DE FINANCIAMIENTO VIAL Y CREACIÓN DEL FONDO NACIONAL DE PEAJES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-17","2030-03-17","2026-04-06","61","","2026-04-10T05:14:48.326599"
"43","25449","REFORMA INTEGRAL A LA LEY N.°4461, SEGURO INTEGRAL DE COSECHAS DE 10 DE NOVIEMBRE DE 1969","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-12","2030-03-12","2026-04-06","61","","2026-04-10T05:14:48.326599"
"44","25448","LEY PARA GARANTIZAR CONDICIONES DE ACCESIBILIDAD Y DIGNIDAD A LOS PACIENTES OSTOMIZADOS Y CON ENFERMEDADES INFLAMATORIAS INTESTINALES EN SERVICIOS SANITARIOS DE USO PÚBLICO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-12","2030-03-12","2026-04-06","61","","2026-04-10T05:14:48.326599"
"45","25447","LEY PARA GARANTIZAR EL AUXILIO INMEDIATO A PERSONAS MENORES DE EDAD VÍCTIMAS DE VIOLENCIA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-12","2030-03-12","2026-04-06","61","","2026-04-10T05:14:48.326599"
"46","25446","AUTORIZACIÓN A LA MUNICIPALIDAD DE PARAÍSO PARA QUE SEGREGUE EN LOTES UN INMUEBLE DE SU PROPIEDAD EN EL DISTRITO DE LLANOS DE SANTA LUCÍA Y LOS DONE A SUS ACTUALES OCUPANTES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-12","2030-03-12","2026-04-06","61","","2026-04-10T05:14:48.326599"
"47","25445","RECUPERANDO AGECO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-12","2030-03-12","2026-04-06","61","","2026-04-10T05:14:48.326599"
"48","25444","CASA PARA CONAPAM","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-12","2030-03-12","2026-04-06","61","","2026-04-10T05:14:48.326599"
"49","25443","LEY PARA EL EJERCICIO DE LA LIBERTAD DE AFILIACIÓN A LA CAJA DE ANDE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-11","2030-03-11","2026-04-06","61","","2026-04-10T05:14:48.326599"
"50","25442","LEY PARA EL COBRO DE PEAJES SIN DETENCIÓN DEL TRÁNSITO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-10","2030-03-10","2026-04-06","61","","2026-04-10T05:14:48.326599"
"51","25441","LEY PARA GARANTIZAR LA RESPONSABILIDAD DE LAS MANIFESTACIONES EMITIDAS POR REDES SOCIALES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-10","2030-03-10","2026-04-06","61","","2026-04-10T05:14:48.326599"
"52","25440","LEY PARA EL APROVECHAMIENTO PESQUERO SOSTENIBLE Y ESTRATÉGICO DEL DOMO TÉRMICO DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2026-03-10","2030-03-10","2026-04-06","61","","2026-04-10T05:14:48.326599"
"53","25439","REFORMA DEL REGLAMENTO DE LA ASAMBLEA LEGISLATIVA PARA GARANTIZAR QUE EL DERECHO A LA SALUD DURANTE LA GESTACIÓN Y LACTANCIA SEA RESPETADO","PROCEDIMIENTO REFORMAS AL REGLAMENTO DE LA ASAMBLEA LEGISLATIVA","2026-03-09","2030-03-09","2026-04-06","61","","2026-04-10T05:14:48.326599"
"537","25065","LEY PARA PROMOVER LA CONSERVACIÓN EN TIERRAS PRIVADAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-26","2029-06-26","2025-07-09","126","","2026-04-10T15:33:40.043913"
"538","25064","INVESTIGACIÓN SOBRE EL IMPACTO DE LA GESTION TARIFARIA DE LA AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP) EN LA SOSTENIBILIDAD DEL TRANSPORTE PÚBLICO.","PROCEDIMIENTO COMISIONES ESPECIALES INVESTIGADORAS","2025-06-25","2029-06-25","","","","2026-04-10T15:33:40.043913"
"539","25063","LEY PARA ADICIONAR EL ASENTIMIENTO PARA LA DONACIÓN DE ÓRGANOS Y TEJIDOS EN LA CÉDULA DE IDENTIDAD","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-25","2029-06-25","2025-07-04","123","","2026-04-10T15:33:40.043913"
"540","25062","LEY DE CREACIÓN DEL SISTEMA NACIONAL DE CUENTAS AMBIENTALES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-24","2029-06-24","2025-07-09","126","","2026-04-10T15:33:40.043913"
"541","25061","LEY PARA LA CREACIÓN DE LA POLÍTICA NACIONAL DE TURISMO DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-23","2029-06-23","2025-07-04","123","","2026-04-10T15:33:40.043913"
"542","25060","APROBACIÓN DEL ACUERDO SOBRE CAMBIO CLIMÁTICO, COMERCIO Y SOSTENIBILIDAD SUSCRITO ENTRE COSTA RICA, ISLANDIA, NUEVA ZELANDA Y SUIZA, EL DÍA QUINCE DEL MES DE NOVIEMBRE DEL AÑO DOS MIL VEINTICUATRO. ANTES DENOMINADO: LEY DE APROBACIÓN DEL ACUERDO SOBRE CAMBIO CLIMÁTICO, COMERCIO Y SOSTENIBILIDAD SUSCRITO ENTRE COSTA RICA, ISLANDIA, NUEVA ZELANDA Y SUIZA, EL DÍA QUINCE DEL MES DE NOVIEMBRE DEL AÑO DOS MIL VEINTICUATRO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-23","2029-06-23","2025-07-02","121","","2026-04-10T15:33:40.043913"
"543","25059","EQUILIBRIO TARIFARIO Y ACCESO JUSTO EN LA GENERACIÓN DISTRIBUIDA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-19","2029-06-19","2025-06-26","117","","2026-04-10T15:33:40.043913"
"544","25058","INCENTIVOS PARA LA TRANSICIÓN A UN TRANSPORTE PÚBLICO LIMPIO Y EFICIENTE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-19","2029-06-19","2025-06-26","117","","2026-04-10T15:33:40.043913"
"545","25057","LEY PARA EL FORTALECIMIENTO DE LAS COMPETENCIAS DE LA JUNTA DE PROTECCIÓN SOCIAL Y LA REGULACIÓN DE LOS JUEGOS DE AZAR EN EL MARCO DE LA SEGURIDAD Y EL COMBATE DEL CRIMEN ORGANIZADO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-19","2029-06-19","2025-06-26","117","","2026-04-10T15:33:40.043913"
"546","25056","LEY MARCO PARA EL FORTALECIMIENTO DE LA EDUCACIÓN COMO DERECHO FUNDAMENTAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-18","2029-06-18","2025-06-26","117","","2026-04-10T15:33:40.043913"
"547","25055","DECLARATORIA EL TERCER DOMINGO DEL MES DE JULIO COMO EL DÍA NACIONAL DEL AGENTE DE SEGURIDAD PRIVADA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-18","2029-06-18","2025-06-24","115","","2026-04-10T15:33:40.043913"
"548","25054","PERMISO PARA EL ATRAQUE, PERMANENCIA EN PUERTO LIMON Y DESEMBARQUE DE LA TRIPULACION DE LA EMBARCACIÓN DE BANDERA ESTADOUNIDENSE ""USNS (T-AH20) COMFORT"" (BUQUE NO ARTILLADO), LA CUAL ESTARÁ BRINDANDO AYUDA HUMANITARIA MEDICA; DEL 01 DE JULIO AL 20 DE AGOSTO DE 2025.","PROCEDIMIENTO SOLICITUDES DE ATRAQUE Y DESEMBARQUE","2025-06-18","2029-06-18","","","","2026-04-10T15:33:40.043913"
"549","25053","RÉGIMEN DE INFORMÁTICA DEL REGISTRO NACIONAL, ADICIÓN DE UN ARTÍCULO 23 BIS A LA LEY DE CREACIÓN DEL REGISTRO NACIONAL, LEY N°5695","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-18","2029-06-18","2025-06-24","115","","2026-04-10T15:33:40.043913"
"550","25052","INVESTIGACIÓN SOBRE LA INJERENCIA Y ACTUACIONES DEL PODER EJECUTIVO EN CONTRA DE LA INSTITUCIONALIDAD Y AUTONOMÍA DEL BANCO NACIONAL DE COSTA RICA (BNCR), ENTIDAD CUYAS ACTUACIONES PUEDEN TENER INCIDENCIAS EN EL SISTEMA FINANCIERO NACIONAL","PROCEDIMIENTO COMISIONES ESPECIALES INVESTIGADORAS","2025-06-18","2029-06-18","","","","2026-04-10T15:33:40.043913"
"551","25051","INVESTIGACION EXHAUSTIVA SOBRE TODO LO RELACIONADO CON LA LICITACIÓN PÚBLICA NÚMERO 2023LY-000002-0058700001, PROMOVIDA POR EL CONCEJO DE SEGURIDAD VIAL (COSEVI) PARA LA CONTRATACIÓN DEL SERVICIO DE INSPECCIÓN TÉCNICA VEHICULAR.","PROCEDIMIENTO COMISIONES ESPECIALES INVESTIGADORAS","2025-06-18","2029-06-18","","","","2026-04-10T15:33:40.043913"
"552","25050","LEY DE JUSTICIA Y CONDONACIÓN FISCAL PARA LAS JUNTAS DE EDUCACIÓN","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-18","2029-06-18","2025-06-26","117","","2026-04-10T15:33:40.043913"
"553","25049","LEY PARA LA LICENCIA DE PATERNIDAD EN COSTA RICA REFORMA AL INCISO B DEL ARTÍCULO 95 DE LA LEY N° 2 CÓDIGO DE TRABAJO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-17","2029-06-17","2025-06-24","115","","2026-04-10T15:33:40.043913"
"554","25048","INVESTIGACIÓN: PARA QUE SE INVESTIGUE AL INSTITUTO COSTARRICENSE DE PUERTOS DEL PACÍFICO (INCOP) A RAÍZ DE LOS SEÑALAMIENTOS FORMULADOS POR LA CONTRALORÍA GENERAL DE LA REPÚBLICA EN EL INFORME DE GESTIÓN PARA LA CONTINUIDAD DE LOS SERVICIOS EN PUERTO CALDERA EN EL PROCESO DE MODERNIZACIÓN Y CIERRE DE LOS CONTRATOS VIGENTES, EMITIDO EL 2 DE JUNIO DE 2025.","PROCEDIMIENTO COMISIONES ESPECIALES INVESTIGADORAS","2025-06-16","2029-06-16","","","","2026-04-10T15:33:40.043913"
"555","25047","LEY DE REFORMA AL ARTÍCULO 90 DEL CÓDIGO PENAL, LEY NO. 4573 DE 4 DE MAYO DE 1970 Y SUS REFORMAS, IMPROCEDENCIA DEL INDULTO PARA DELITOS CONTRA LOS DEBERES DE LA FUNCION PUBLICA Y DELITOS ESTABLECIDOS EN LA LEY CONTRA LA CORRUPCIÓN Y EL ENRIQUECIMIENTO ILÍCITO EN LA FUNCIÓN PÚBLICA, NO. 8422 DE 4 DE MARZO DEL 2002 Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-16","2029-06-16","2025-07-01","120","","2026-04-10T15:33:40.043913"
"556","25046","AUTORIZACIÓN A LA MUNICIPALIDAD DEL CANTÓN DE ACOSTA PARA QUE CONDONE LAS DEUDAS A LA JUNTA ADMINISTRATIVA DEL COLEGIO TÉCNICO PROFESIONAL DE ACOSTA. ANTES DENOMINADO: AUTORIZACIÓN A LA MUNICIPALIDAD DEL CANTÓN DE ACOSTA PARA QUE CONDONE LAS DEUDAS A LA JUNTA ADMINISTRATIVA DEL COLEGIO TÉCNICO PROFESIONAL DE ACOSTA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-16","2029-06-16","2025-07-01","120","","2026-04-10T15:33:40.043913"
"557","25045","REFORMA AL ARTÍCULO 94 DEL CÓDIGO DE TRABAJO LEY N°2 DEL 27 DE AGOSTO DE 1943 Y SUS REFORMAS. LEY PARA FORTALECER PATERNIDADES PRESENTES, ACTIVAS Y CORRESPONSABLES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-12","2029-06-12","2025-06-20","113","","2026-04-10T15:33:40.043913"
"558","25044","REFORMA A LA LEY N°7756, PARA GARANTIZAR EQUIDAD EN EL SUBSIDIO POR CUIDO Y ACCESO A INSUMOS ESENCIALES EN FASE TERMINAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-11","2029-06-11","2025-06-20","113","","2026-04-10T15:33:40.043913"
"559","25043","REFORMA AL ARTÍCULO 2 DE LA LEY DE INSTALACIÓN DE ESTACIONÓMETROS N°3580","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-11","2029-06-11","2025-06-20","113","","2026-04-10T15:33:40.043913"
"560","25042","DECLARACIÓN DE CIUDADANA DISTINGUIDA A MARGARITA GÓMEZ GONZÁLEZ","PROCEDIMIENTO PROYECTOS DE COMISION DE HONORES","2025-06-11","2029-06-11","2025-06-20","113","","2026-04-10T15:33:40.043913"
"561","25041","REFORMA AL CÓDIGO MUNICIPAL ARTÍCULO 17 INCISO G) MODIFICACIÓN DE FECHA PARA RENDICIÓN DE CUENTAS DEL ALCALDE","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-10","2029-06-10","2025-06-20","113","","2026-04-10T15:33:40.043913"
"562","25040","LEY DE CONSTRUCCIONES SOSTENIBLES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-10","2029-06-10","2025-06-20","113","","2026-04-10T15:33:40.043913"
"563","25039","MODIFICACION AL TITULO IV, CAPITULO I ARTICULO 6 DE LA LEY 9635, PARA EXCLUIR DE REGLA FISCAL AL INSTITUTO DE FOMENTO Y ASESORIA MUNICIPAL","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-09","2029-06-09","2025-06-20","113","","2026-04-10T15:33:40.043913"
"564","25038","ADICIÓN DE UN ARTÍCULO 4 BIS A LA LEY 4716 DEL 09/02/1971 LEY DE ORGANIZACIÓN DEL INSTITUTO DE FOMENTO Y ASESORÍA MUNICIPAL PARA EL FORTALECIMIENTO DE LA FISCALIZACIÓN TRIBUTARIA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-06-09","2029-06-09","2025-06-20","113","","2026-04-10T15:33:40.043913"
"594","25008","REFORMA AL ARTÍCULO 9 DE LA LEY DE IMPUESTO MUNICIPALES DEL CANTÓN DE ALAJUELA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-05-27","2029-05-27","2025-06-11","106","","2026-04-10T15:33:40.043913"
"779","24833","LEY DE PROTECCIÓN AL NIÑO EN GESTACIÓN","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-17","2029-02-17","2025-03-11","47","","2026-04-10T17:30:55.305867"
"780","24832","DECLARATORIA DE INTERÉS PÚBLICO DEL PROGRAMA GARABITO CIUDAD DEPORTIVA DE LA MUNICIPALIDAD DE GARABITO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-18","2029-02-18","2025-03-06","44","SI","2026-04-10T17:30:55.305867"
"781","24830","REFORMA A LA LEY N° 10.647 AMNISTÍA PARA EL REGISTRO DE POZOS NO INSCRITOS Y OTORGAMIENTO DE CONCESIONES PARA EL APROVECHAMIENTO DEL RECURSO HÍDRICO EN ACTIVIDADES DE PRODUCCIÓN AGROPECUARIA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-13","2029-02-13","2025-03-10","46","SI","2026-04-10T17:30:55.305867"
"782","24829","DECLARACIÓN DE LA CIUDADANO DISTINGUIDO PARA WILBURG JIMENEZ CASTRO","PROCEDIMIENTO PROYECTOS DE COMISION DE HONORES","2025-02-13","2029-02-13","2025-03-05","43","","2026-04-10T17:30:55.305867"
"783","24828","LEY PARA LA RECUPERACIÓN TRIBUTARIA EN EL PROYECTO TURÍSTICO DE PAPAGAYO. REFORMA DEL ARTÍCULO 18 DE LA LEY N.º 6758, DE 4 DE JUNIO DE 1982, LEY REGULADORA DE LA EJECUCIÓN DEL PROYECTO TURÍSTICO DE PAPAGAYO","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-13","2029-02-13","2025-03-05","43","","2026-04-10T17:30:55.305867"
"784","24827","LEY DE IMPUESTOS MUNICIPALES DEL CONCEJO MUNICIPAL DE DISTRITO DE COLORADO DE ABANGARES","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-12","2029-02-12","2025-03-03","41","","2026-04-10T17:30:55.305867"
"785","24826","INTERPRETACIÓN AUTÉNTICA DEL ARTÍCULO 2 DE LA LEY N° 10363 DEL 03 DE MAYO DE 2023 Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-12","2029-02-12","2025-03-07","45","","2026-04-10T17:30:55.305867"
"786","24825","REFORMAS A LA LEY GENERAL DEL SERVICIO NACIONAL DE SALUD ANIMAL, N.° 8495, DE 6 DE ABRIL DE 2006, PARA EL FORTALECIMIENTO DE LA MICRO, PEQUEÑA Y MEDIANA EMPRESA DE PRODUCTOS AFINES Y COSMÉTICOS VETERINARIOS (ANTERIORMENTE DENOMINADO) REFORMAS A LA LEY GENERAL DEL SERVICIO NACIONAL DE SALUD ANIMAL, N.°8495, DE 6 DE ABRIL DEL 2006, PARA EL IMPULSO DE LA MICRO, PEQUEÑA Y MEDIANA PRODUCCIÓN DE PRODUCTOS QUIMICOS AFINES Y COSMETICOS VETERINARIOS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-11","2029-02-11","2025-03-05","43","","2026-04-10T17:30:55.305867"
"787","24824","CREACIÓN DE LA ACADEMIA NACIONAL DE MEDICINA DE COSTA RICA","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-11","2029-02-11","2025-02-25","37","","2026-04-10T17:30:55.305867"
"788","24823","REFORMA DE LOS ARTÍCULOS 1 Y 10 DE LA LEY N°6693 LEY QUE CREA CONSEJO NACIONAL ENSEÑANZA SUPERIOR UNIVERSITARIA PRIVADA CONESUP DEL 12 DE DICIEMBRE DEL 2012. LEY PARA LA DEMOCRATIZACIÓN DE CONSEJO NACIONAL ENSEÑANZA SUPERIOR UNIVERSITARIA PRIVADA MEDIANTE LA PARTICIPACIÓN ESTUDIANTIL Y DE LAS PERSONAS DOCENTES DE UNIVERSIDADES PRIVADAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-10","2029-02-10","2025-03-04","42","","2026-04-10T17:30:55.305867"
"789","24822","REFORMA AL INICIO B) Y ADICIÓN DE UN INCISO G) AL ARTÍCULO 4, Y REFORMA DE LOS ARTÍCULOS 5 Y 6 DE LA LEY N° 1362 CREACIÓN DEL CONSEJO SUPERIOR DE EDUCACIÓN PÚBLICA DEL 20 DE MARZO DEL 2013. LEY PARA LA PARTICIPACIÓN ESTUDIANTIL EN EL CONSEJO SUPERIOR DE EDUCACIÓN.","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-10","2029-02-10","2025-03-04","42","","2026-04-10T17:30:55.305867"
"790","24821","REFORMAS A VARIOS ARTÍCULOS DE LA LEY N.º 9986, LEY GENERAL DE CONTRATACIÓN PÚBLICA, DEL 27 DE MAYO DE 2021, Y SUS REFORMAS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-10","2029-02-10","2025-03-04","42","","2026-04-10T17:30:55.305867"
"791","24820","DECLARATORIA DE ALFONSO MONGE RAMÍREZ COMO BENEMÉRITO DE LA PATRIA","PROCEDIMIENTO PROYECTOS DE COMISION DE HONORES","2025-02-10","2029-02-10","2025-03-05","43","","2026-04-10T17:30:55.305867"
"792","24819","LEY PARA LA GESTIÓN POSCONSUMO DE RESIDUOS FARMACÉUTICOS Y COSMÉTICOS","PROCEDIMIENTO PROYECTO DE LEY ORDINARIO","2025-02-10","2029-02-10","2025-03-03","41","","2026-04-10T17:30:55.305867"
