"id","proyecto_id","organo","fecha_inicio","fecha_termino","tipo_tramite"
"1","1","PLENARIO","2026-04-09","2026-04-09","PRESENTACIÓN DEL PROYECTO DE LEY"
"2","2","PLENARIO","2026-04-09","2026-04-09","PRESENTACIÓN DE LA PROPOSICIÓN"
"3","3","PARLAMENTARIOS","2026-04-09","2026-04-09","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"4","3","PLENARIO","2026-04-09","2026-04-09","PRESENTACIÓN DEL PROYECTO DE LEY"
"5","4","PARLAMENTARIOS","2026-04-09","2026-04-09","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"6","4","PLENARIO","2026-04-09","2026-04-09","PRESENTACIÓN DEL PROYECTO DE LEY"
"7","5","PARLAMENTARIOS","2026-04-09","2026-04-09","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"8","5","PLENARIO","2026-04-08","2026-04-08","PRESENTACIÓN DEL PROYECTO DE LEY"
"9","6","PARLAMENTARIOS","2026-04-09","2026-04-09","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"10","6","PLENARIO","2026-04-08","2026-04-08","PRESENTACIÓN DEL PROYECTO DE LEY"
"11","7","PARLAMENTARIOS","2026-04-08","2026-04-08","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"12","7","PLENARIO","2026-04-08","2026-04-08","PRESENTACIÓN DEL PROYECTO DE LEY"
"13","8","PARLAMENTARIOS","2026-04-08","2026-04-08","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"14","8","PLENARIO","2026-04-08","2026-04-08","PRESENTACIÓN DEL PROYECTO DE LEY"
"15","9","PLENARIO","2026-04-08","2026-04-08","PRESENTACIÓN DEL PROYECTO DE ACUERDO"
"16","10","PARLAMENTARIOS","2026-04-08","2026-04-08","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"17","10","PLENARIO","2026-04-08","2026-04-08","PRESENTACIÓN DEL PROYECTO DE LEY"
"18","11","PARLAMENTARIOS","2026-04-08","2026-04-08","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"19","11","PLENARIO","2026-04-08","2026-04-08","PRESENTACIÓN DEL PROYECTO DE LEY"
"20","12","PLENARIO","2026-04-08","2026-04-08","INGRESO EN EL ORDEN DEL DIA (PLENARIO)"
"21","12","PLENARIO","2026-04-07","2026-04-07","PRESENTACIÓN DEL PROYECTO"
"22","13","PARLAMENTARIOS","2026-04-08","2026-04-08","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"23","13","PLENARIO","2026-04-07","2026-04-07","PRESENTACIÓN DEL PROYECTO DE LEY"
"24","14","PARLAMENTARIOS","2026-04-09","2026-04-09","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"25","14","PARLAMENTARIOS","2026-04-08","2026-04-08","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"26","14","PLENARIO","2026-04-07","2026-04-07","PRESENTACIÓN DEL PROYECTO DE LEY"
"27","15","PARLAMENTARIOS","2026-04-09","2026-04-09","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"28","15","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"29","15","PARLAMENTARIOS","2026-04-07","2026-04-07","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"30","15","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"31","15","PLENARIO","2026-04-06","2026-04-06","PRESENTACIÓN DEL PROYECTO DE LEY"
"32","16","PARLAMENTARIOS","2026-04-09","2026-04-09","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"33","16","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"34","16","PARLAMENTARIOS","2026-04-07","2026-04-07","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"35","16","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"36","16","PLENARIO","2026-04-06","2026-04-06","PRESENTACIÓN DEL PROYECTO DE LEY"
"37","17","PARLAMENTARIOS","2026-04-09","2026-04-09","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"38","17","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"39","17","PARLAMENTARIOS","2026-04-07","2026-04-07","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"40","17","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"41","17","PLENARIO","2026-04-06","2026-04-06","PRESENTACIÓN DEL PROYECTO DE LEY"
"42","18","PLENARIO","2026-04-06","2026-04-06","INGRESO EN EL ORDEN DEL DIA (PLENARIO)"
"43","18","PLENARIO","2026-04-06","2026-04-06","PRESENTACIÓN DEL PROYECTO"
"44","19","PARLAMENTARIOS","2026-04-09","2026-04-09","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"45","19","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"46","19","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"47","19","PARLAMENTARIOS","2026-04-06","2026-04-06","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"48","19","PLENARIO","2026-03-27","2026-03-27","PRESENTACIÓN DEL PROYECTO DE LEY"
"49","20","PARLAMENTARIOS","2026-04-09","2026-04-09","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"50","20","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"51","20","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"52","20","PARLAMENTARIOS","2026-04-06","2026-04-06","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"53","20","PLENARIO","2026-03-27","2026-03-27","PRESENTACIÓN DEL PROYECTO DE LEY"
"54","21","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"55","21","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"56","21","PARLAMENTARIOS","2026-03-27","2026-03-27","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"57","21","PLENARIO","2026-03-26","2026-03-26","PRESENTACIÓN DEL PROYECTO DE LEY"
"58","22","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"59","22","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"60","22","PARLAMENTARIOS","2026-03-27","2026-03-27","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"61","22","PLENARIO","2026-03-26","2026-03-26","PRESENTACIÓN DEL PROYECTO DE LEY"
"62","23","PARLAMENTARIOS","2026-04-09","2026-04-09","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"63","23","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"64","23","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"65","23","PARLAMENTARIOS","2026-03-27","2026-03-27","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"66","23","PLENARIO","2026-03-26","2026-03-26","PRESENTACIÓN DEL PROYECTO DE LEY"
"67","24","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"68","24","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"69","24","PARLAMENTARIOS","2026-03-27","2026-03-27","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"70","24","PLENARIO","2026-03-26","2026-03-26","PRESENTACIÓN DEL PROYECTO DE LEY"
"71","25","ARCHIVO","2026-04-07","2026-04-07","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"72","25","PARLAMENTARIOS","2026-04-07","2026-04-07","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"73","25","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"74","25","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"75","25","PARLAMENTARIOS","2026-03-27","2026-03-27","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"76","25","PLENARIO","2026-03-26","2026-03-26","PRESENTACIÓN DEL PROYECTO DE LEY"
"77","26","ARCHIVO","2026-04-07","2026-04-07","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"78","26","PARLAMENTARIOS","2026-04-07","2026-04-07","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"79","26","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"80","26","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"81","26","PARLAMENTARIOS","2026-03-26","2026-03-26","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"82","26","PLENARIO","2026-03-25","2026-03-25","PRESENTACIÓN DEL PROYECTO DE LEY"
"83","27","ARCHIVO","2026-04-07","2026-04-07","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"84","27","PARLAMENTARIOS","2026-04-07","2026-04-07","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"85","27","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"86","27","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"87","27","PARLAMENTARIOS","2026-03-26","2026-03-26","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"88","27","PLENARIO","2026-03-25","2026-03-25","PRESENTACIÓN DEL PROYECTO DE LEY"
"89","28","ARCHIVO","2026-04-07","2026-04-07","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"90","28","PARLAMENTARIOS","2026-04-07","2026-04-07","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"91","28","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"92","28","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"93","28","PARLAMENTARIOS","2026-03-25","2026-03-25","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"94","28","PLENARIO","2026-03-25","2026-03-25","PRESENTACIÓN DEL PROYECTO DE LEY"
"95","29","PARLAMENTARIOS","2026-04-09","2026-04-09","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"96","29","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"97","29","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"98","29","PARLAMENTARIOS","2026-03-25","2026-03-25","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"99","29","PLENARIO","2026-03-25","2026-03-25","PRESENTACIÓN DEL PROYECTO DE LEY"
"100","30","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"101","30","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"102","30","PARLAMENTARIOS","2026-03-25","2026-03-25","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"103","30","PLENARIO","2026-03-25","2026-03-25","PRESENTACIÓN DEL PROYECTO DE LEY"
"104","31","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"105","31","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"106","31","PARLAMENTARIOS","2026-03-25","2026-03-25","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"107","31","PLENARIO","2026-03-24","2026-03-24","PRESENTACIÓN DEL PROYECTO DE LEY"
"108","32","ARCHIVO","2026-04-07","2026-04-07","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"109","32","PARLAMENTARIOS","2026-04-07","2026-04-07","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"110","32","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"111","32","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"112","32","PARLAMENTARIOS","2026-03-25","2026-03-25","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"113","32","PLENARIO","2026-03-24","2026-03-24","PRESENTACIÓN DEL PROYECTO DE LEY"
"114","33","ARCHIVO","2026-04-07","2026-04-07","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"115","33","PARLAMENTARIOS","2026-04-07","2026-04-07","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"116","33","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"117","33","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"118","33","PARLAMENTARIOS","2026-03-24","2026-03-24","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"119","33","PLENARIO","2026-03-24","2026-03-24","PRESENTACIÓN DEL PROYECTO DE LEY"
"120","34","ARCHIVO","2026-04-07","2026-04-07","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"121","34","PARLAMENTARIOS","2026-04-07","2026-04-07","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"122","34","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"123","34","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"124","34","PARLAMENTARIOS","2026-03-24","2026-03-24","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"125","34","PLENARIO","2026-03-24","2026-03-24","PRESENTACIÓN DEL PROYECTO DE LEY"
"126","35","AGROPECUARIOS (ÁREA IV)","2026-04-14","","INGRESO EN EL ORDEN DEL DÍA Y DEBATE (COMISIÓN)"
"127","35","AGROPECUARIOS (ÁREA IV)","2026-04-08","2026-04-08","RECEPCIÓN DEL PROYECTO (COMISIÓN)"
"128","35","ARCHIVO","2026-04-08","2026-04-08","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"129","35","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"130","35","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"131","35","ARCHIVO","2026-03-24","2026-03-24","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"132","35","PARLAMENTARIOS","2026-03-24","2026-03-24","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"133","35","ARCHIVO","2026-03-20","2026-03-20","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"134","35","PARLAMENTARIOS","2026-03-19","2026-03-19","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"135","35","PLENARIO","2026-03-19","2026-03-19","PRESENTACIÓN DEL PROYECTO DE LEY"
"136","36","MUNICIPALES (ÁREA VIII)","2026-04-16","","INGRESO EN EL ORDEN DEL DÍA Y DEBATE (COMISIÓN)"
"137","36","MUNICIPALES (ÁREA VIII)","2026-04-08","2026-04-08","RECEPCIÓN DEL PROYECTO (COMISIÓN)"
"138","36","ARCHIVO","2026-04-08","2026-04-08","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"139","36","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"140","36","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"141","36","ARCHIVO","2026-03-24","2026-03-24","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"142","36","PARLAMENTARIOS","2026-03-24","2026-03-24","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"143","36","PARLAMENTARIOS","2026-03-19","2026-03-19","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"144","36","PLENARIO","2026-03-19","2026-03-19","PRESENTACIÓN DEL PROYECTO DE LEY"
"145","37","ARCHIVO","2026-04-08","2026-04-08","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"146","37","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"147","37","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"148","37","ARCHIVO","2026-03-24","2026-03-24","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"149","37","PARLAMENTARIOS","2026-03-24","2026-03-24","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"150","37","PARLAMENTARIOS","2026-03-19","2026-03-19","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"151","37","PLENARIO","2026-03-19","2026-03-19","PRESENTACIÓN DEL PROYECTO DE LEY"
"152","38","ARCHIVO","2026-04-07","2026-04-07","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"229","47","ARCHIVO","2026-04-08","2026-04-08","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"153","38","PARLAMENTARIOS","2026-04-07","2026-04-07","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"154","38","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"155","38","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"156","38","PARLAMENTARIOS","2026-03-19","2026-03-19","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"157","38","PLENARIO","2026-03-18","2026-03-18","PRESENTACIÓN DEL PROYECTO DE LEY"
"158","39","SOCIALES (ÁREA II)","2026-04-14","","INGRESO EN EL ORDEN DEL DÍA Y DEBATE (COMISIÓN)"
"159","39","SOCIALES (ÁREA II)","2026-04-08","2026-04-08","RECEPCIÓN DEL PROYECTO (COMISIÓN)"
"160","39","ARCHIVO","2026-04-08","2026-04-08","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"161","39","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"162","39","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"163","39","ARCHIVO","2026-03-19","2026-03-19","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"164","39","PARLAMENTARIOS","2026-03-19","2026-03-19","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"165","39","PARLAMENTARIOS","2026-03-18","2026-03-18","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"166","39","PLENARIO","2026-03-18","2026-03-18","PRESENTACIÓN DEL PROYECTO DE LEY"
"167","40","AMBIENTE (ÁREA IV)","2026-04-14","","INGRESO EN EL ORDEN DEL DÍA Y DEBATE (COMISIÓN)"
"168","40","AMBIENTE (ÁREA IV)","2026-04-08","2026-04-08","RECEPCIÓN DEL PROYECTO (COMISIÓN)"
"169","40","ARCHIVO","2026-04-08","2026-04-08","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"170","40","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"171","40","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"172","40","ARCHIVO","2026-03-19","2026-03-19","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"173","40","PARLAMENTARIOS","2026-03-18","2026-03-18","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"174","40","PLENARIO","2026-03-18","2026-03-18","PRESENTACIÓN DEL PROYECTO DE LEY"
"175","41","AMBIENTE (ÁREA IV)","2026-04-21","","INGRESO EN EL ORDEN DEL DÍA Y DEBATE (COMISIÓN)"
"176","41","AMBIENTE (ÁREA IV)","2026-04-09","2026-04-09","RECEPCIÓN DEL PROYECTO (COMISIÓN)"
"177","41","ARCHIVO","2026-04-09","2026-04-09","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"178","41","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"179","41","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"180","41","ARCHIVO","2026-03-25","2026-03-25","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"181","41","PARLAMENTARIOS","2026-03-25","2026-03-25","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"182","41","PARLAMENTARIOS","2026-03-17","2026-03-24","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"183","41","PLENARIO","2026-03-17","2026-03-17","PRESENTACIÓN DEL PROYECTO DE LEY"
"184","42","ARCHIVO","2026-04-08","2026-04-08","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"185","42","ARCHIVO","2026-04-07","2026-04-07","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"186","42","PLENARIO","2026-04-06","2026-04-06","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"187","42","ARCHIVO","2026-03-19","2026-03-19","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"188","42","PARLAMENTARIOS","2026-03-19","2026-03-19","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"189","42","PARLAMENTARIOS","2026-03-17","2026-03-17","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"190","42","PLENARIO","2026-03-17","2026-03-17","PRESENTACIÓN DEL PROYECTO DE LEY"
"191","43","AGROPECUARIOS (ÁREA IV)","2026-04-14","","INGRESO EN EL ORDEN DEL DÍA Y DEBATE (COMISIÓN)"
"192","43","AGROPECUARIOS (ÁREA IV)","2026-04-08","2026-04-08","RECEPCIÓN DEL PROYECTO (COMISIÓN)"
"193","43","ARCHIVO","2026-04-08","2026-04-08","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"194","43","ARCHIVO","2026-03-19","2026-03-19","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"195","43","PLENARIO","2026-03-18","2026-03-18","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"196","43","ARCHIVO","2026-03-17","2026-03-17","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"197","43","PARLAMENTARIOS","2026-03-16","2026-03-16","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"198","43","PARLAMENTARIOS","2026-03-12","2026-03-12","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"199","43","PLENARIO","2026-03-12","2026-03-12","PRESENTACIÓN DEL PROYECTO DE LEY"
"200","44","SOCIALES (ÁREA II)","2026-04-14","","INGRESO EN EL ORDEN DEL DÍA Y DEBATE (COMISIÓN)"
"201","44","SOCIALES (ÁREA II)","2026-04-08","2026-04-08","RECEPCIÓN DEL PROYECTO (COMISIÓN)"
"202","44","ARCHIVO","2026-04-08","2026-04-08","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"203","44","ARCHIVO","2026-03-19","2026-03-19","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"204","44","PLENARIO","2026-03-18","2026-03-18","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"205","44","ARCHIVO","2026-03-17","2026-03-17","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"206","44","PARLAMENTARIOS","2026-03-16","2026-03-16","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"207","44","PARLAMENTARIOS","2026-03-12","2026-03-12","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"208","44","PLENARIO","2026-03-12","2026-03-12","PRESENTACIÓN DEL PROYECTO DE LEY"
"209","45","JUVENTUD (ÁREA II)","2026-04-14","","INGRESO EN EL ORDEN DEL DÍA Y DEBATE (COMISIÓN)"
"210","45","JUVENTUD (ÁREA II)","2026-04-08","2026-04-08","RECEPCIÓN DEL PROYECTO (COMISIÓN)"
"211","45","ARCHIVO","2026-04-08","2026-04-08","REMISIÓN DEL EXPEDIENTE A COMISIÓN (ARCHIVO)"
"212","45","ARCHIVO","2026-03-19","2026-03-19","RECEPCIÓN DEL PROYECTO (ARCHIVO)"
"213","45","PLENARIO","2026-03-18","2026-03-18","ASIGNACIÓN A COMISIÓN E INFORME AL PLENARIO"
"214","45","ARCHIVO","2026-03-17","2026-03-17","ENVÍO A IMPRENTA NACIONAL PARA SU PUBLICACIÓN"
"215","45","PARLAMENTARIOS","2026-03-16","2026-03-16","REMISIÓN DEL PROYECTO AL ARCHIVO PARA SU PUBLICACIÓN EN LA IMPRENTA NACIONA"
"216","45","PARLAMENTARIOS","2026-03-12","2026-03-12","RECEPCION DEL PROYECTO EN SERVICIOS PARLAMENTARIOS"
"217","45","PLENARIO","2026-03-12","2026-03-12","PRESENTACIÓN DEL PROYECTO DE LEY"
"218","46","C.E CARTAGO (ÁREA IV)","2026-04-27","","INGRESO EN EL ORDEN DEL DÍA Y DEBATE (COMISIÓN)"
